"idOrganizacion";"IdLaboratorioCalibracion";"ClbLugarEjecucion";"ClbMagnitud";"ClbInstrumento";"ClbIntervaloMedicion";"ClbIncertidumbreExpandida";"ClbPrincipioMedicion";"ClbMetodoMedicion";"ClbPatronUtilizado";"ClbVigenteApartirDe"
"25";"1";"--";"Temperatura";"Termómetros
digitales de contacto
directo";"<p>-30 °C</p><p><br></p><p>(-22 a 0) °C</p><p><br></p><p>(0 a 100) °C</p><p><br></p><p>(100 a 200) °C</p><p><br></p><p>(200 a 400) °C</p>";"<p>0.24 °C</p><p><br></p><p>0,20 °C</p><p><br></p><p>0.19 °C</p><p><br></p><p>0.22 °C</p><p><br></p><p>0.41 °C</p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PO LAB 04</span></p>";"--";"--"
"25";"1";"--";"Temperatura";"Termómetros analógicos de contacto de lectura directa";"<p>(-30 a -22) °C</p><p>(-22 a 100) °C</p><p>(100 a 200) °C</p><p>(200 a 400) °C</p>";"<p>0.53 °C</p><p>0.36 °C</p><p>0.61 °C</p><p>1.2 °C</p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PO LAB 04</span></p>";"--";"--"
"25";"1";"--";"Temperatura";"Termómetros
digitales de contacto
directo";"<p>-30 °C</p><p>(-22 a 0) °C</p><p>(0 a 100) °C</p><p>(100 a 200) °C</p><p>(200 a 400) °C</p>";"<p>0.24 °C</p><p>0,20 °C</p><p>0.19 °C</p><p>0.22 °C</p><p>0.41 °C</p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PO LAB 04</span></p>";"--";"--"
"25";"1";"--";"Temperatura";"Termómetros analógicos 
de Contacto de
lectura  directa  “Termómetros bimetálicos  o  actuados a gas”";"<p>(-30 a -22) °C</p><p>(-22 a 100) °C</p><p>(100 a 200) °C</p><p>(200 a 400) °C</p>";"<p>0.53 °C</p><p>0.36 °C</p><p>0.61 °C</p><p>1.2 °C</p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PO LAB 04</span></p>";"--";"--"
"660";"1";"--";"Masa";"Pesas Clase E2 o inferiores";"<p>1 mg</p><p>2 mg</p><p>5 mg</p><p>10 mg</p><p>20 mg</p><p>50 mg</p><p>100 mg</p><p>200 mg</p><p>500 mg</p><p>1 g</p><p>2 g</p><p>5 g</p><p>10 g</p><p>20 g</p><p>50 g</p><p>100 g</p><p>200 g</p><p>500 g</p><p>1 kg</p><p>2 kg</p>";"<p><strong><em>0,0020 mg</em></strong></p><p><strong><em>0,0020 mg</em></strong></p><p><strong><em>0,0020 mg</em></strong></p><p><strong><em>0,0025 mg</em></strong></p><p>0,003 mg</p><p>0,004 mg</p><p>0,005 mg</p><p>0,006 mg</p><p>0,008 mg</p><p>0,010 mg</p><p>0,012 mg</p><p>0,016 mg</p><p>0,020 mg</p><p>0,025 mg</p><p>0,03 mg</p><p>0,05 mg</p><p>0,10 mg</p><p>0,25 mg</p><p>0,50 mg</p><p>1,0 mg</p>";"--";"<p><strong>PEC.EL.17</strong></p>";"--";"--"
"660";"1";"--";"Masa";"Pesas Clase M2 o inferiores";"<p>5 kg</p><p>10 kg</p><p>20 kg</p><p>100 kg</p>";"<p>250 mg</p><p>500 mg</p><p>1 000 mg</p><p>5 000 mg</p>";"--";"<p><strong>PEC.EL.17</strong></p>";"--";"--"
"660";"1";"--";"Temperatura";"Termómetros digitales";"<p>(-20 a -5) °C</p><p>(-5 a 25) °C</p><p>(25 a 50) °C</p><p>(50 a 75) °C</p><p>(75 a 100) °C</p><p>(100 a 150) °C</p><p>(150 a 200) °C</p><p>(200 a 400) °C</p>";"<p>0,028 °C </p><p>0,028 °C</p><p>0,032 °C</p><p>0,040 °C</p><p>0,052 °C</p><p>0,063 °C</p><p>0,097 °C</p><p><strong><em>0,15 °C</em></strong></p>";"--";"<p><strong>PEC.EL.03</strong></p>";"--";"--"
"660";"1";"--";"Temperatura";"Termómetros bimetálico";"<p><strong><em>(&gt; -20 a 0) °C</em></strong></p><p><strong><em>(&gt; 0 a 50) °C</em></strong></p><p><strong><em>(&gt; 50 a 100) °C</em></strong></p><p><strong><em>(&gt; 100 a 150) °C</em></strong></p><p><strong><em>(&gt; 150 a 200) °C</em></strong></p><p><strong><em>(&gt; 200 a 300) °C</em></strong></p><p><strong><em>(&gt; 300 a 400) °C</em></strong></p>";"<p><strong><em>0,18 °C</em></strong></p><p><strong><em>0,089 °C</em></strong></p><p><strong><em>0,15 °C</em></strong></p><p><strong><em>0,16 °C</em></strong></p><p><strong><em>0,28 °C</em></strong></p><p><strong><em>0,32 °C</em></strong></p><p><strong><em>0,65 °C</em></strong></p>";"--";"<p><strong>PEC.EL.03</strong></p>";"--";"--"
"660";"1";"--";"Temperatura";"Termómetros de Líquido en Vidrio de Inmersión Parcial";"<p class=""ql-align-center"">   (-20 a 0) °C</p><p class=""ql-align-center"">   (&gt; 0 a 25) °C</p><p class=""ql-align-center"">   (&gt; 25 a 50) °C</p><p class=""ql-align-center"">   (&gt; 50 a 70) °C</p><p class=""ql-align-center"">   (&gt; 70 a 90) °C</p><p class=""ql-align-center"">   (&gt; 90 a 110) °C</p><p class=""ql-align-center"">   (&gt; 110 a 130) °C</p><p class=""ql-align-center"">   (&gt; 130 a 150) °C</p><p class=""ql-align-center"">   (&gt; 150 a 200) °C</p><p class=""ql-align-center"">   (&gt; 200 a 250) °C</p><p class=""ql-align-center"">   (&gt; 250 a 300) °C</p><p class=""ql-align-center"">   </p><p><br></p>";"<p class=""ql-align-center"">   0,064 °C</p><p class=""ql-align-center"">   0,064 °C</p><p class=""ql-align-center"">   0,066 °C</p><p class=""ql-align-center"">   0,070 °C</p><p class=""ql-align-center"">   0,076 °C</p><p class=""ql-align-center"">   0,083 °C</p><p class=""ql-align-center"">   0,096 °C</p><p class=""ql-align-center"">   0,10 °C</p><p class=""ql-align-center"">   0,14 °C</p><p class=""ql-align-center"">   0,16 °C</p><p class=""ql-align-center"">   0,19 °C</p><p class=""ql-align-center"">   </p><p><br></p>";"--";"<p><strong>PEC.EL.03</strong></p>";"--";"--"
"660";"1";"--";"Temperatura";"Termómetros de Líquido en Vidrio de Inmersión total";"<p class=""ql-align-center"">   &nbsp;</p><p class=""ql-align-center"">(-10 a 0) °C&nbsp;</p><p class=""ql-align-center"">   (&gt; 0 a 50) °C&nbsp;</p><p class=""ql-align-center"">   (&gt; 50 a 100) °C </p><p class=""ql-align-center"">   (&gt; 100 a 140) °C </p><p class=""ql-align-center"">   (&gt; 140 a 150) °C</p><p class=""ql-align-center"">   (&gt; 150 a 200) °C </p><p class=""ql-align-center"">   (&gt; 200 a 250) °C</p><p class=""ql-align-center"">   (&gt; 250 a 300) °C</p><p class=""ql-align-center"">   (&gt; 300 a 350) °C</p><p class=""ql-align-center"">   (&gt; 350 a 400) °C</p><p class=""ql-align-center"">   </p><p><br></p>";"<p class=""ql-align-center"">   &nbsp;</p><p class=""ql-align-center"">0,064 °C</p><p class=""ql-align-center"">   0,070 °C</p><p class=""ql-align-center"">   0,086 °C</p><p class=""ql-align-center"">   0,11 °C</p><p class=""ql-align-center"">   0,15 °C</p><p class=""ql-align-center"">   0,21 °C</p><p class=""ql-align-center"">   0,39 °C</p><p class=""ql-align-center"">   0,41 °C</p><p class=""ql-align-center"">   0,38 °C</p><p class=""ql-align-center"">   0,71 °C</p><p class=""ql-align-center"">   </p><p><br></p>";"--";"<p><strong>PEC.EL.03</strong></p>";"--";"--"
"660";"1";"--";"Temperatura y Humedad Relativa";"Calibración de Termohigrómetros,  Termómetros de Interiores y Dataloggers";"<p class=""ql-align-justify""><strong><em>25 a 30) %HR</em></strong></p><p class=""ql-align-justify""><strong><em>(30 a 50) %HR</em></strong></p><p class=""ql-align-justify""><strong><em>(50 a 70) %HR</em></strong></p><p class=""ql-align-justify""><strong><em>(70 a 75) %HR</em></strong></p><p><br></p>";"<p class=""ql-align-justify""><strong><em>0,72 %HR</em></strong></p><p class=""ql-align-justify""><strong><em>0,81 %HR</em></strong></p><p class=""ql-align-justify""><strong><em>0,75 %HR</em></strong></p><p class=""ql-align-justify""><strong><em>1,2 %HR</em></strong></p><p><br></p>";"--";"<p class=""ql-align-justify"">PEC.EL.04</p><p><br></p>";"--";"--"
"660";"1";"--";"Temperatura y Humedad Relativa";"Calibración de Termohigrómetros,  Termómetros de Interiores y Dataloggers";"<p class=""ql-align-justify"">(0 a 10) °C</p><p class=""ql-align-justify"">(&gt; 10 a 20) °C</p><p class=""ql-align-justify"">(&gt; 20 a 30) °C</p><p class=""ql-align-justify"">(&gt; 30 a 40) °C</p><p class=""ql-align-justify"">(&gt; 40 a 50) °C</p><p><br></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,11 °C</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,16 °C</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,19 °C</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,23 °C</em></strong></p><p><strong style=""color: black;""><em>0,23 °C</em></strong></p>";"--";"<p class=""ql-align-justify"">PEC.EL.04</p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Pipetas Aforadas)
(Matraces Aforadas)";"<p class=""ql-align-justify""><span style=""color: black;"">0,5 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">1 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">2 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">5 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">10 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">20 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">25 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">50 ml</span></p><p><span style=""color: black;"">100 ml</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,32 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,58 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,93 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,94 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,2 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,4 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,4 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,9 µl</em></strong></p><p><strong style=""color: black;""><em>3,3 µl</em></strong></p>";"--";"<p><span style=""color: black;"">PEC.EL.25</span></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Matraces Aforadas)";"<p class=""ql-align-justify""><span style=""color: black;"">1 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">2 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">5 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">10 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">20 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">25 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">50 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">100 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">200 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">250 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">500 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">1 000 ml</span></p><p><br></p>";"<p class=""ql-align-justify""><span style=""color: black;"">2,2 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">2,2 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">2,2 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">2,2 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">3,7 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">3,7 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">5,5 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">7,7 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">12 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">12 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">17 µl</span></p><p class=""ql-align-justify""><strong style=""color: black;""><em>± 58 µl</em></strong></p><p><br></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Pipetas Graduadas)";"<p><strong style=""color: black;""><em>Hasta 25 ml</em></strong></p>";"<p><strong style=""color: black;""><em>7,7 nl + 0,021 µl/ml</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Probetas Graduadas)";"<p class=""ql-align-justify""><span style=""color: black;"">Hasta 5 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;5 ml a 10 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;10 ml a 25 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;25 ml a 50 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;50 ml a 100 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;100 ml a 250 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&gt;250 ml a 500 ml</span></p><p><span style=""color: black;"">&gt; 500 ml a 1 000 ml</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,030 µl + 0,018 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,066 µl + 0,017 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,13 µl + 0,018 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,091 µl + 0,020 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,40 µl + 0,019 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,2 µl + 0,017 µl/ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,3 µl + 0,019 µl/ml</em></strong></p><p><strong style=""color: black;""><em>4,3 µl + 0,019 µl/ml</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Pipeta de Pistón)";"<p class=""ql-align-justify""><strong style=""color: black;""><em>Hasta 10 ul</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 10 a 100) ul</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 100 a 1000) ul</em></strong></p><p><strong style=""color: black;""><em>(&gt; 1000 a 10 000) ul</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,0031 ul</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,5 nl + 0,13 nl/ml 2,0 nl + 0,14 nl/ml</em></strong></p><p><strong style=""color: black;""><em>-4,0 nl + 0,14 nl/ml</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Buretas de Pistón)";"<p class=""ql-align-justify""><strong style=""color: black;""><em>Hasta 1 ml</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(&gt; 1 a 2) ml</em></strong></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 2 a 5) ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">&nbsp;(&gt; 5 a 10) ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 10 a 25) ml</span></p><p><span style=""color: black;"">(&gt; 25 a 50) ml</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,14 µl</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,28 µl</em></strong></p><p class=""ql-align-justify""><span style=""color: black;"">0,71 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">1,4 µl</span></p><p class=""ql-align-justify""><span style=""color: black;"">3,5 µl</span></p><p><span style=""color: black;"">7,1 µl</span></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Volumen";"Instrumentos Volumétricos por el Método Gravimétrico
(Dispensadores)";"<p class=""ql-align-justify""><span style=""color: black;"">Hasta 0,5 ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 0,5 a 5) ml</span></p><p class=""ql-align-justify""><span style=""color: black;"">(&gt; 5 a 50) ml</span></p><p><span style=""color: black;"">(&gt; 50 a 100) ml</span></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>8,1 nl + 0,13 µl/ml </em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>1,1 nl + 0,14 µl/ml </em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>5,7 nl + 0,14 µl/ml </em></strong></p><p><strong style=""color: black;""><em>0,14 µl/ml</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.25</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Densidad";"Hidrómetros de Gravedad Específica (sp/gr),Hidrómetros de Densidad en g/ml (g/cm³)";"<p class=""ql-align-justify""><strong style=""color: black;""><em>(500 a 650) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(650 a 950) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(950 a 1 150) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 150 a 1 300) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 300 a 1 450) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 450 a 1 500) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 500 a 1 650) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 650 a 1 750) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 750 a 1 800) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 800 a 1 900) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 900 a 1 950) kg/m³</em></strong></p><p><strong style=""color: black;""><em>(1 950 a 2 000) kg/m³</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,12 kg/m3</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,059 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,060 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,061 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,062 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,063 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,064 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,065 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,066 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,067 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,068 kg/m³</em></strong></p><p><strong style=""color: black;""><em>0,069 kg/m³</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.26</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Densidad";"Hidrómetros en Baumé (°Bé) para SG<1";"<p class=""ql-align-justify""><strong style=""color: black;""><em>(700 a 800) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(45 a 70) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(800 a 900) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(25 a 45) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(900 a 1 000) kg/m³ </em></strong></p><p><strong style=""color: black;""><em>(10 a 25) °Bé</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,040 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,064 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,082 kg/m³</em></strong></p><p><strong style=""color: black;""><em>0,012 °Bé</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.26</span></p><p><br></p>";"--";"--"
"660";"1";"--";"Densidad";"Hidrómetros en Baumé (°Bé) para SG >1";"<p class=""ql-align-justify""><strong style=""color: black;""><em>(1 000 a 1 074) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(0 a 10) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 074 a 1 160) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(10 a 20) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 160 a 1 260) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(20 a 30) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 260 a 1 380) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(30 a 40) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 380 a 1 526) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(40 a 50) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1 526 a 1 706) kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(50 a 60) °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>(1706 a 1933) kg/m³</em></strong></p><p><strong style=""color: black;""><em>(60 a 70) °Bé</em></strong></p>";"<p class=""ql-align-justify""><strong style=""color: black;""><em>0,082 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,094 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,11 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,13 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,16 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,19 kg/m³</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,012 °Bé</em></strong></p><p class=""ql-align-justify""><strong style=""color: black;""><em>0,24 kg/m³</em></strong></p><p><strong style=""color: black;""><em>0,012 °Bé</em></strong></p>";"--";"<p class=""ql-align-justify""><span style=""color: black;"">PEC.EL.26</span></p><p><br></p>";"--";"--"
